observed_at,energie,mois,indice,valeur,source,sha256
2026-09-15T04:53:26+00:00,gaz,2026-06,ZTP 101,46.722,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2026-06,ZTP DAM,44.345,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2026-05,TTF 103 (Heren),52.1540,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2026-05,TTF 101 Heren,44.5900,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2026-05,ZTP 101,44.309,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2026-05,ZTP DAM,46.560,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2026-04,TTF 103 (Heren),52.1540,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2026-04,TTF 101 Heren,52.6017,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2026-04,ZTP 101,52.445,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2026-04,ZTP DAM,44.672,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2026-03,TTF 103 (Heren),27.4131,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2026-03,TTF 101 Heren,32.2481,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2026-03,ZTP 101,31.055,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2026-03,ZTP DAM,50.649,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2026-02,TTF 103 (Heren),27.4131,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2026-02,TTF 101 Heren,34.1863,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2026-02,ZTP 101,34.417,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2026-02,ZTP DAM,32.291,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2026-01,TTF 103 (Heren),27.4131,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2026-01,TTF 101 Heren,27.5726,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2026-01,ZTP 101,27.748,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2026-01,ZTP DAM,34.508,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-12,TTF 103 (Heren),32.9199,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-12,TTF 101 Heren,30.6931,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-12,ZTP 101,30.432,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-12,ZTP DAM,27.828,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-11,TTF 103 (Heren),32.9199,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-11,TTF 101 Heren,31.8886,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-11,ZTP 101,31.547,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-11,ZTP DAM,29.818,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-10,TTF 103 (Heren),32.9199,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-10,TTF 101 Heren,32.3557,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-10,ZTP 101,32.126,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-10,ZTP DAM,31.470,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-09,TTF 103 (Heren),36.9268,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-09,TTF 101 Heren,32.5819,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-09,ZTP 101,32.402,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-09,ZTP DAM,31.923,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-08,TTF 103 (Heren),36.9268,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-08,TTF 101 Heren,33.8929,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-08,ZTP 101,33.336,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-08,ZTP DAM,32.033,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-07,TTF 103 (Heren),36.9268,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-07,TTF 101 Heren,36.5286,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-07,ZTP 101,35.960,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-07,ZTP DAM,32.999,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-06,TTF 103 (Heren),41.6262,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-06,TTF 101 Heren,35.1200,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-06,ZTP 101,34.710,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-06,ZTP DAM,35.637,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-05,TTF 103 (Heren),41.6262,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-05,TTF 101 Heren,35.0438,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-05,ZTP 101,34.776,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-05,ZTP DAM,33.569,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-04,TTF 103 (Heren),41.6262,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-04,TTF 101 Heren,41.5810,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-04,ZTP 101,41.321,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-04,ZTP DAM,34.577,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-03,TTF 103 (Heren),44.9950,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-03,TTF 101 Heren,50.0456,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-03,ZTP 101,49.789,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-03,ZTP DAM,41.270,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-02,TTF 103 (Heren),44.9950,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-02,TTF 101 Heren,48.3443,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-02,ZTP 101,48.343,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-02,ZTP DAM,50.694,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-01,TTF 103 (Heren),44.9950,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-01,TTF 101 Heren,44.9481,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-01,ZTP 101,44.999,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2025-01,ZTP DAM,48.468,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-12,TTF 103 (Heren),37.3756,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-12,TTF 101 Heren,44.6042,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-12,ZTP 101,44.589,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-12,ZTP DAM,44.717,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-11,TTF 103 (Heren),37.3756,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-11,TTF 101 Heren,40.3614,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-11,ZTP 101,40.301,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-11,ZTP DAM,43.694,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-10,TTF 103 (Heren),37.3756,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-10,TTF 101 Heren,36.1631,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-10,ZTP 101,36.072,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-10,ZTP DAM,39.922,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-09,TTF 103 (Heren),34.8894,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-09,TTF 101 Heren,38.3893,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-09,ZTP 101,38.332,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-09,ZTP DAM,36.237,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-08,TTF 103 (Heren),34.8894,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-08,TTF 101 Heren,32.4832,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-08,ZTP 101,32.384,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-08,ZTP DAM,37.517,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-07,TTF 103 (Heren),34.8894,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-07,TTF 101 Heren,34.4156,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-07,ZTP 101,34.312,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-07,ZTP DAM,31.933,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-06,TTF 103 (Heren),26.8950,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-06,TTF 101 Heren,31.7726,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-06,ZTP 101,31.683,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-06,ZTP DAM,34.049,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-05,TTF 103 (Heren),26.8950,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-05,TTF 101 Heren,29.0298,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-05,ZTP 101,28.960,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-05,ZTP DAM,31.296,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-04,TTF 103 (Heren),26.8950,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-04,TTF 101 Heren,26.8244,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-04,ZTP 101,26.744,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-04,ZTP DAM,28.878,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-03,TTF 103 (Heren),36.3138,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-03,TTF 101 Heren,25.6738,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-03,ZTP 101,25.632,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-03,ZTP DAM,26.416,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-02,TTF 103 (Heren),36.3138,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-02,TTF 101 Heren,29.8676,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-02,ZTP 101,29.818,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-02,ZTP DAM,25.754,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-01,TTF 103 (Heren),36.3138,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-01,TTF 101 Heren,36.0263,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-01,ZTP 101,35.919,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2024-01,ZTP DAM,29.891,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-12,TTF 103 (Heren),43.3685,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-12,TTF 101 Heren,45.6807,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-12,ZTP 101,45.490,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-12,ZTP DAM,35.193,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-11,TTF 103 (Heren),43.3685,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-11,TTF 101 Heren,46.8364,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-11,ZTP 101,46.650,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-11,ZTP DAM,42.898,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-10,TTF 103 (Heren),43.3685,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-10,TTF 101 Heren,36.7446,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-10,ZTP 101,36.703,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-10,ZTP DAM,42.619,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-09,TTF 103 (Heren),33.4636,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-09,TTF 101 Heren,34.7136,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-09,ZTP 101,34.647,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-09,ZTP DAM,36.469,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-08,TTF 103 (Heren),33.4636,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-08,TTF 101 Heren,29.2131,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-08,ZTP 101,29.003,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-08,ZTP DAM,32.999,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
2026-09-15T04:53:26+00:00,gaz,2023-07,TTF 103 (Heren),33.4636,https://www.engie.be/fr/energie/electricite-gaz/prix-conditions/parametres-indexation/parametres-indexation-gaz/,2f0258adea343f47
